"ringnr","O_HOM","E_HOM","N_SITES","F_hat"
"8N73794",43660,43280,64712,-0.0221263197905429
"8N73795",43311,43310,64766,-0.0400814197905429
"8N73797",43313,43300,64742,-0.0394562197905429
"8N73800",43617,43300,64741,-0.0251663197905429
"8N73818",45117,43340,64800,0.0429236802094571
"8N73819",44189,43340,64798,-0.000226319790542912
"8N73821",45000,43340,64805,0.0372536802094571
"8N73823",43934,43340,64798,-0.0122063197905429
"8N73824",43909,43330,64783,-0.0127663197905429
"8N73831",44207,43340,64799,0.000483680209457091
"8N73876",45279,43350,64819,0.0498736802094571
"8N73885",44010,43350,64819,-0.00933631979054291
"8N73901",43688,43330,64790,-0.0234063197905429
"8N73902",43901,43360,64833,-0.0147963197905429
"8N73904",43857,43350,64811,-0.0162463197905429
"8N73905",44112,43340,64801,-0.00399631979054291
"8N73906",43920,43370,64845,-0.0142963197905429
"8N73907",43593,43350,64812,-0.0286763197905429
"8N73908",44035,43340,64797,-0.00736631979054291
"8N73909",44287,43340,64804,0.00413368020945709
"8N73910",43769,43370,64848,-0.0214663197905429
"8N73911",43778,43310,64756,-0.0181263197905429
"8N73912",44460,43360,64823,0.0115636802094571
"8N73913",43975,43330,64781,-0.00963631979054291
"8N73914",47071,43100,64431,0.146403680209457
"8N73915",43514,43330,64784,-0.0312593197905429
"8N73916",43401,43350,64815,-0.0375723197905429
"8N73917",43883,43370,64844,-0.0159663197905429
"8N73918",43529,43350,64816,-0.0317063197905429
"8N73919",43775,43360,64831,-0.0206563197905429
"8N73920",44575,43350,64814,0.0171636802094571
"8N73921",43479,43330,64775,-0.0328793197905429
"8N73922",48925,43290,64719,0.223203680209457
"8N73923",44459,43340,64798,0.0122436802094571
"8N73924",46156,43330,64784,0.0918036802094571
"8N73925",43373,43290,64718,-0.0360813197905429
"8N73926",43754,43360,64838,-0.0217763197905429
"8N73927",44452,43350,64814,0.0114136802094571
"8N73928",44033,43360,64835,-0.00868631979054291
"8N73929",44678,43340,64793,0.0226436802094571
"8N73930",43938,43350,64818,-0.0125163197905429
"8N73931",44060,43310,64760,-0.00512631979054291
"8N73932",43680,43330,64778,-0.0234563197905429
"8N73933",43779,43370,64841,-0.0207763197905429
"8N73934",43711,43290,64724,-0.0202763197905429
"8N73935",44360,43350,64816,0.00712368020945709
"8N73936",44053,43360,64831,-0.00768631979054291
"8N73937",44420,43350,64812,0.00988368020945709
"8N73938",44337,43360,64831,0.00571368020945709
"8N73939",44273,43340,64800,0.00339368020945709
"8N73940",43944,43360,64832,-0.0127563197905429
"8N73941",43843,43370,64843,-0.0178063197905429
"8N73942",44046,43360,64829,-0.00798631979054291
"8N73943",44223,43350,64809,0.000913680209457091
"8N73944",43997,43370,64841,-0.0106163197905429
"8N73945",44222,43340,64794,0.00140368020945709
"8N73946",43566,43370,64834,-0.0305443197905429
"8N73947",44713,43360,64828,0.0232336802094571
"8N73948",43502,43380,64860,-0.0342123197905429
"8N73949",43540,43320,64763,-0.0296663197905429
"8N73950",43755,43370,64841,-0.0218563197905429
"8N73951",43966,43360,64825,-0.0115763197905429
"8N73952",43528,43310,64762,-0.0299493197905429
"8N73953",44173,43360,64828,-0.00199631979054291
"8N73954",44045,43370,64835,-0.00826631979054291
"8N73955",44429,43360,64821,0.0100036802094571
"8N73956",44070,43350,64810,-0.00632631979054291
"8N73957",45404,43350,64813,0.0558236802094571
"8N73958",43694,43340,64802,-0.0235263197905429
"8N73959",44805,43360,64828,0.0275536802094571
"8N73960",44695,43360,64828,0.0224236802094571
"8N73961",44897,43310,64753,0.0341136802094571
"8N73962",44283,43360,64830,0.00305368020945709
"8N73963",44768,43350,64807,0.0262936802094571
"8N73964",43816,43230,64633,-0.0124563197905429
"8N73965",43808,43330,64783,-0.0176063197905429
"8N73966",43798,43340,64806,-0.0187263197905429
"8N73967",44198,43340,64791,0.00025368020945709
"8N73968",43360,43360,64828,-0.0398987457905429
"8N73969",43948,43340,64798,-0.0114763197905429
"8N73970",44407,43330,64789,0.0101536802094571
"8N73971",44701,43330,64788,0.0239336802094571
"8N73972",44021,43340,64794,-0.00805631979054291
"8N73973",43873,43170,64547,-0.00702631979054291
"8N73974",43902,43360,64833,-0.0147263197905429
"8N73975",44299,43350,64818,0.00429368020945709
"8N73976",43672,43370,64837,-0.0256763197905429
"8N73977",44064,43350,64817,-0.00676631979054291
"8N73978",44558,43340,64799,0.0168536802094571
"8N73979",44197,43280,64717,0.00277368020945709
"8N73980",43872,43370,64837,-0.0163163197905429
"8N73981",43918,43320,64770,-0.0120363197905429
"8N73982",44698,43320,64770,0.0244136802094571
"8N73983",43767,43360,64834,-0.0211263197905429
"8N73984",43969,43360,64834,-0.0117463197905429
"8N73985",44449,43350,64810,0.0114636802094571
"8N73986",44204,43360,64830,-0.000526319790542906
"8N73987",44665,43350,64822,0.0212536802094571
"8N73988",43685,43350,64815,-0.0244063197905429
"8N73989",43687,43310,64762,-0.0225063197905429
"8N73990",43890,43360,64825,-0.0149863197905429
"8N73991",43951,43350,64817,-0.0120763197905429
"8N73992",43732,43330,64781,-0.0210863197905429
"8N73993",43758,43380,64849,-0.0220763197905429
"8N73994",44158,43370,64841,-0.00312631979054291
"8N73995",43702,43350,64812,-0.0233763197905429
"8N73996",43689,43310,64750,-0.0220663197905429
"8N73997",43898,43310,64758,-0.0126763197905429
"8N73998",43323,43310,64754,-0.0393023197905429
"8N73999",43561,43320,64767,-0.0286963197905429
"8N74000",43432,43260,64681,-0.0317743197905429
"8N87047",44283,43350,64807,0.00378368020945709
"8N87048",44234,43350,64814,0.00124368020945709
"8N87052",44126,43350,64810,-0.00363631979054291
"8N87053",43787,43340,64801,-0.0191563197905429
"8N87054",44163,43320,64774,-0.000756319790542907
"8N87056",44015,43360,64826,-0.00932631979054291
"8N87057",44316,43370,64839,0.00429368020945709
"8N87058",44372,43350,64822,0.00748368020945709
"8N87062",43647,43330,64782,-0.0250563197905429
"8N87065",44244,43310,64749,0.00383368020945709
"8N87066",44280,43350,64811,0.00349368020945709
"8N87067",43874,43370,64838,-0.0162663197905429
"8N87068",43807,43360,64830,-0.0191063197905429
"8N87069",44083,43340,64801,-0.00540631979054291
"8N87070",43715,43350,64814,-0.0229963197905429
"8N87071",44108,43330,64787,-0.00373631979054291
"8N87072",43860,43360,64822,-0.0164663197905429
"8N87080",45607,43340,64793,0.0660036802094571
"8N87085",44459,43280,64709,0.0150336802094571
"8N87114",44469,43370,64835,0.0114936802094571
"8N87115",44469,43330,64792,0.0130936802094571
"8N87116",44305,43340,64802,0.00501368020945709
"8N87136",44604,43350,64811,0.0186636802094571
"8N87141",44079,43350,64816,-0.00605631979054291
"8N87160",44038,43290,64722,-0.00488631979054291
"8N87162",44279,43330,64788,0.00419368020945709
"8N87168",43849,43320,64765,-0.0151763197905429
"8N87211",44447,43310,64744,0.0132136802094571
"8N87216",44824,43360,64821,0.0284936802094571
"8N87226",44512,43360,64831,0.0138036802094571
"8N87228",44466,43350,64816,0.0119936802094571
"8N87241",44378,43250,64668,0.0126136802094571
"8N87245",43838,43340,64796,-0.0167463197905429
"8N87246",44185,43360,64835,-0.00160631979054291
"8N87248",44685,43280,64717,0.0254536802094571
"8N87251",45149,43300,64731,0.0465736802094571
"8N87253",43385,43290,64729,-0.0356263197905429
"8N87255",44717,43330,64777,0.0248336802094571
"8N87258",43864,43350,64812,-0.0158663197905429
"8N87264",43578,43330,64780,-0.0282163197905429
"8N87265",44210,43270,64697,0.00394368020945709
"8N87267",43775,43280,64717,-0.0169463197905429
"8N87270",43843,43350,64816,-0.0169663197905429
"8N87271",43983,43330,64791,-0.00960631979054291
"8N87273",45035,43260,64680,0.0428636802094571
"8N87274",43896,43290,64728,-0.0116263197905429
"8N87284",43380,42970,64260,-0.0205963197905429
"8N87307",44102,43360,64830,-0.00538631979054291
"8N87313",43649,43100,64451,-0.0142563197905429
"8N87325",45124,43300,64732,0.0453036802094571
"8N87338",44983,43310,64749,0.0383436802094571
"8N87339",44431,43350,64808,0.0106536802094571
"8N87342",44045,43070,64386,0.00593368020945709
"8N87351",43924,43350,64811,-0.0130463197905429
"8N87352",43953,43250,64665,-0.00708631979054291
"8N87353",44714,43320,64763,0.0253036802094571
"8N87358",43602,43290,64724,-0.0253263197905429
"8N87362",46038,43300,64740,0.0879036802094571
"8N87363",44505,43320,64778,0.0151236802094571
"8N87368",42051,42050,62868,-0.0397575197905429
"8N87369",43237,42070,62897,0.0161136802094571
"8N87371",42891,42600,63671,-0.0259363197905429
"8N87372",43993,42040,62863,0.0537836802094571
"8N87387",44299,43330,64775,0.00543368020945709
"8N87483",44303,43270,64700,0.00817368020945709
"8N87513",44563,43350,64817,0.0164336802094571
"8N87514",44786,43340,64791,0.0276836802094571
"8N87515",43724,42560,63646,0.0151136802094571
"8N87516",43866,43310,64754,-0.0139963197905429
"8N87517",43338,43170,64547,-0.0320373197905429
"8N87518",44425,43330,64787,0.0110136802094571
"8N87519",44126,43350,64820,-0.00395631979054291
"8N87520",44327,43340,64795,0.00626368020945709
"8N87521",43647,43340,64805,-0.0257663197905429
"8N87522",44106,43330,64782,-0.00363631979054291
"8N87523",44159,43330,64775,-0.00107631979054291
"8N87524",43961,43350,64814,-0.0113863197905429
"8N87525",44857,43260,64678,0.0346936802094571
"8N87526",44791,43330,64782,0.0283336802094571
"8N87527",44309,43350,64818,0.00471368020945709
"8N87528",43938,43320,64771,-0.0112363197905429
"8N87529",44479,43340,64805,0.0131336802094571
"8N87530",43721,43330,64779,-0.0215063197905429
"8N87531",44586,43330,64785,0.0185736802094571
"8N87532",43974,43350,64816,-0.0108263197905429
"8N87533",44051,43100,64445,0.00457368020945709
"8N87534",44037,43340,64797,-0.00739631979054291
"8N87535",44095,43360,64823,-0.00545631979054291
"8N87536",43858,43340,64799,-0.0158163197905429
"8N87537",43731,43320,64778,-0.0209063197905429
"8N87538",43742,43350,64816,-0.0218163197905429
"8N87539",43928,43350,64811,-0.0129463197905429
"8N87540",44198,43310,64751,0.00164368020945709
"8N87541",43608,43310,64762,-0.0261863197905429
"8N87542",43504,43340,64804,-0.0324573197905429
"8N87543",43723,43310,64762,-0.0208263197905429
"8N87544",43723,43340,64797,-0.0220663197905429
"8N87545",43724,43320,64761,-0.0208363197905429
"8N87546",44146,43320,64771,-0.00141631979054291
"8N87547",43512,43330,64789,-0.0316113197905429
"8N87548",44628,43350,64814,0.0196936802094571
"8N87549",43705,43340,64803,-0.0229563197905429
"8N87550",44623,43300,64739,0.0218036802094571
"8N87551",43634,43360,64828,-0.0271063197905429
"8N87552",44157,43340,64806,-0.00205631979054291
"8N87553",44793,43340,64803,0.0276936802094571
"8N87554",44029,43360,64821,-0.00854631979054291
"8N87555",43600,43330,64792,-0.0274563197905429
"8N87556",44303,43340,64798,0.00502368020945709
"8N87557",46415,43300,64735,0.105503680209457
"8N87558",43766,43320,64769,-0.0190963197905429
"8N87559",44537,43320,64767,0.0169136802094571
"8N87560",43943,43350,64805,-0.0120363197905429
"8N87561",44680,43360,64826,0.0217336802094571
"8N87562",43521,43280,64702,-0.0286263197905429
"8N87563",43995,43340,64794,-0.00920631979054291
"8N87564",43753,43340,64793,-0.0204863197905429
"8N87565",43710,42860,64081,0.00032368020945709
"8N87566",43343,43310,64757,-0.0384783197905429
"8N87567",43955,43300,64737,-0.00923631979054291
"8N87568",43467,43350,64810,-0.0344263197905429
"8N87569",44239,43290,64722,0.00447368020945709
"8N87570",44898,43310,64754,0.0341336802094571
"8N87571",43834,43280,64719,-0.0141863197905429
"8N87572",43707,42890,64140,-0.00146631979054291
"8N87573",43779,43340,64808,-0.0196563197905429
"8N87574",43693,43320,64772,-0.0225463197905429
"8N87575",42708,42650,63766,-0.0372833197905429
"8N87576",43587,43330,64781,-0.0279563197905429
"8N87577",44981,43290,64720,0.0391036802094571
"8N87578",43078,42730,63892,-0.0233763197905429
"8N87579",43368,43330,64782,-0.0380883197905429
"8N87580",43424,43330,64785,-0.0355533197905429
"8N87582",43823,43310,64753,-0.0159663197905429
"8N87583",43800,43290,64728,-0.0160563197905429
"8N87584",43594,43280,64708,-0.0251363197905429
"8N87585",43332,42960,64216,-0.0221663197905429
"8N87586",43274,43330,64787,-0.0426083197905429
"8N87587",43720,43210,64600,-0.0159963197905429
"8N87588",45992,42870,64093,0.107203680209457
"8N87589",43708,43350,64807,-0.0230263197905429
"8N87590",43733,43260,64683,-0.0180163197905429
"8N87591",44248,43300,64745,0.00410368020945709
"8N87592",43849,43330,64790,-0.0158963197905429
"8N87593",44247,43320,64765,0.00331368020945709
"8N87594",43753,43320,64767,-0.0196463197905429
"8N87595",43132,42950,64214,-0.0315263197905429
"8N87597",43603,43340,64799,-0.0276763197905429
"8N87598",43803,43330,64786,-0.0178363197905429
"8N87599",43141,42730,63888,-0.0203363197905429
"8N87600",43673,43340,64802,-0.0244663197905429
"8N87603",43805,43330,64785,-0.0178163197905429
"8N87604",43463,43310,64757,-0.0329773197905429
"8N87605",44185,43180,64559,0.00711368020945709
"8N87606",43634,43240,64644,-0.0212963197905429
"8N87607",43296,43230,64626,-0.0368463197905429
"8N87608",43949,43320,64767,-0.0105863197905429
"8N87611",42991,43320,64769,-0.0552763197905429
"8N87612",43094,43290,64720,-0.0488653197905429
"8N87613",43262,43300,64737,-0.0416733197905429
"8N87614",49503,43210,64612,0.254103680209457
"8N87615",43255,43270,64696,-0.0406152197905429
"8N87616",43614,43330,64778,-0.0264263197905429
"8N87617",44129,43320,64765,-0.00204631979054291
"8N87619",44678,43300,64732,0.0245536802094571
"8N87620",43226,43280,64714,-0.0425633197905429
"8N87621",43908,42910,64140,0.00693368020945709
"8N87622",44124,43190,64581,0.00366368020945709
"8N87623",43519,43290,64711,-0.0289763197905429
"8N87625",47931,43240,64643,0.179403680209457
"8N87626",44175,43320,64774,-0.000256319790542907
"8N87627",43012,43180,64552,-0.0476653197905429
"8N87628",43561,43320,64776,-0.0287363197905429
"8N87629",43068,43290,64722,-0.0503163197905429
"8N87630",43863,43280,64705,-0.0124963197905429
"8N87631",43697,43300,64732,-0.0211863197905429
"8N87632",43605,43280,64709,-0.0247863197905429
"8N87633",43779,43230,64630,-0.0140163197905429
"8N87692",44226,43290,64718,0.00388368020945709
"8N87701",43933,43320,64771,-0.0112963197905429
"8N87707",43641,43350,64813,-0.0263563197905429
"8N87709",44555,43370,64843,0.0153236802094571
"8N87711",43882,43280,64707,-0.0117363197905429
"8N87723",43972,43340,64795,-0.0103663197905429
"8N87728",44325,43300,64742,0.00777368020945709
"8N87730",44087,43340,64798,-0.00509631979054291
"8N87732",44172,43350,64813,-0.00160631979054291
"8N87749",44003,43340,64794,-0.00893631979054291
"8N87754",43788,43250,64663,-0.0147563197905429
"8N87756",43748,43340,64806,-0.0210263197905429
"8N87759",43719,43340,64795,-0.0222063197905429
"8N87762",44628,43340,64802,0.0200636802094571
"8N87772",44217,43350,64814,0.000433680209457089
"8N87774",44415,43280,64699,0.0133036802094571
"8N87801",43266,43340,64806,-0.0435693197905429
"8N87802",43011,42480,63526,-0.0147363197905429
"8N87803",43535,43310,64758,-0.0295063197905429
"8N87804",43268,43320,64775,-0.0424523197905429
"8N87805",43736,43330,64775,-0.0208263197905429
"8N87806",42522,42460,63503,-0.0369183197905429
"8N87807",43645,43320,64777,-0.0248363197905429
"8N87808",43435,43320,64770,-0.0345653197905429
"8N87809",43260,43280,64708,-0.0406893197905429
"8N87810",43402,43300,64739,-0.0350863197905429
"8N87811",42000,41940,62691,-0.0368043197905429
"8N87812",43901,43340,64807,-0.0138863197905429
"8N87813",42053,42000,62783,-0.0371593197905429
"8N87814",43285,43340,64799,-0.0423843197905429
"8N87815",43395,43300,64742,-0.0354043197905429
"8N87816",43719,43200,64582,-0.0154863197905429
"8N87817",43578,43280,64713,-0.0261563197905429
"8N87818",44566,43280,64703,0.0202436802094571
"8N87819",43715,43340,64803,-0.0225763197905429
"8N87820",42466,42310,63248,-0.0323303197905429
"8N87821",44052,43290,64726,-0.00446631979054291
"8N87822",43531,43310,64745,-0.0293763197905429
"8N87823",42488,41880,62607,-0.0104063197905429
"8N87824",43549,43260,64679,-0.0264463197905429
"8N87825",42914,42570,63654,-0.0236963197905429
"8N87826",43336,43320,64772,-0.0393213197905429
"8N87827",44290,43270,64694,0.00764368020945709
"8N87828",42977,43260,64686,-0.0533263197905429
"8N87829",43676,43300,64736,-0.0222963197905429
"8N87830",43118,43260,64674,-0.0464093197905429
"8N87831",43233,43360,64828,-0.0457823197905429
"8N87832",41833,42300,63255,-0.0620663197905429
"8N87833",43488,43320,64758,-0.0318423197905429
"8N87834",43409,43220,64617,-0.0309873197905429
"8N87835",41821,41790,62503,-0.0385803197905429
"8N87836",43829,43300,64736,-0.0151063197905429
"8N87837",43723,43330,64786,-0.0216263197905429
"8N87838",43601,43330,64794,-0.0274963197905429
"8N87839",41036,41690,62350,-0.0713263197905429
"8N87840",43384,43270,64690,-0.0343933197905429
"8N87841",43485,43280,64712,-0.0303613197905429
"8N87843",44563,43270,64699,0.0203636802094571
"8N87844",43347,43290,64723,-0.0371703197905429
"8N87846",43756,43300,64743,-0.0186563197905429
"8N87847",43440,43280,64700,-0.0322783197905429
"8N87848",43283,43310,64744,-0.0409633197905429
"8N87849",43343,43300,64743,-0.0377943197905429
"8N87850",43682,43270,64692,-0.0206463197905429
"8N87851",43645,43290,64729,-0.0233963197905429
"8N87852",43822,43280,64708,-0.0147863197905429
"8N87853",43474,43300,64734,-0.0316433197905429
"8N87854",43762,43300,64748,-0.0184963197905429
"8N87855",42982,43140,64498,-0.0472223197905429
"8N87856",43765,43300,64735,-0.0182063197905429
"8N87857",43861,43310,64755,-0.0142163197905429
"8N87858",43253,43300,64735,-0.0420793197905429
"8N87859",43644,43340,64805,-0.0258963197905429
"8N87860",43620,43320,64760,-0.0257863197905429
"8N87861",43511,43280,64711,-0.0291163197905429
"8N87862",43584,43360,64823,-0.0292363197905429
"8N87863",43393,43310,64751,-0.0358463197905429
"8N87864",43332,43300,64737,-0.0383993197905429
"8N87865",44526,43340,64800,0.0153836802094571
"8N87866",44989,43330,64784,0.0376436802094571
"8N87867",43204,43190,64572,-0.0391880197905429
"8N87868",43873,43290,64724,-0.0127263197905429
"8N87869",43655,43320,64765,-0.0241963197905429
"8N87870",43818,43350,64807,-0.0179563197905429
"8N87871",44540,43290,64716,0.0186336802094571
