"ringnr","O_HOM","E_HOM","N_SITES","F_hat"
"8N42652",45732,43220,64625,0.0773036802094571
"8N42654",43824,43260,64678,-0.0134763197905429
"8N42657",44224,43300,64735,0.00339368020945709
"8N42658",45172,43300,64736,0.0476336802094571
"8N42664",44792,43330,64778,0.0283236802094571
"8N42674",43851,43110,64460,-0.00521631979054291
"8N42679",46846,43310,64747,0.125203680209457
"8N42681",44077,43320,64774,-0.00474631979054291
"8N42697",44789,43270,64688,0.0311036802094571
"8N42701",43615,43300,64738,-0.0251663197905429
"8N42702",45193,43350,64810,0.0461836802094571
"8N42703",43884,43340,64793,-0.0143463197905429
"8N42704",43817,43330,64773,-0.0170263197905429
"8N42705",50722,43230,64646,0.309803680209457
"8N42706",49238,43240,64650,0.240303680209457
"8N42707",45067,43320,64762,0.0417336802094571
"8N42708",43844,43340,64800,-0.0165663197905429
"8N42709",44141,43270,64697,0.000613680209457089
"8N42710",43517,43330,64781,-0.0312953197905429
"8N42715",43931,43320,64777,-0.0116163197905429
"8N42716",44749,43280,64701,0.0288636802094571
"8N42717",44387,43340,64799,0.00885368020945709
"8N42718",44961,43320,64764,0.0367936802094571
"8N42719",45479,43360,64824,0.0589536802094571
"8N42729",44047,43340,64805,-0.00710631979054291
"8N42730",43949,43300,64735,-0.00957631979054291
"8N42731",44345,43340,64795,0.00713368020945709
"8N42732",44378,43330,64775,0.00912368020945709
"8N42733",43941,43330,64784,-0.0115063197905429
"8N42734",44280,43310,64750,0.00548368020945709
"8N42735",44392,43310,64757,0.0103836802094571
"8N42751",43799,43340,64797,-0.0184963197905429
"8N42752",43964,43340,64800,-0.0107963197905429
"8N42771",44084,43340,64796,-0.00514631979054291
"8N42783",43837,43320,64767,-0.0157063197905429
"8N42786",44387,43310,64749,0.0104736802094571
"8N42787",44612,43340,64806,0.0191536802094571
"8N42791",44447,43340,64804,0.0115436802094571
"8N42794",44227,43320,64765,0.00243368020945709
"8N42795",44849,43250,64663,0.0346236802094571
"8N42801",44953,43320,64760,0.0363736802094571
"8N42858",43718,43310,64755,-0.0208263197905429
"8N42906",44090,43300,64729,-0.00286631979054291
"8N42911",44636,43300,64746,0.0221836802094571
"8N42915",43827,43370,64844,-0.0186563197905429
"8N42923",43364,42840,64040,-0.0150663197905429
"8N42926",47334,43300,64742,0.148203680209457
"8N42927",44350,43340,64807,0.00695368020945709
"8N42928",44092,43350,64808,-0.00528631979054291
"8N42931",44428,43360,64824,0.0100136802094571
"8N42942",44614,43260,64677,0.0234736802094571
"8N42952",44675,43320,64775,0.0230536802094571
"8N42970",44392,43370,64838,0.00786368020945709
"8N42985",43677,43320,64775,-0.0234263197905429
"8N42986",43713,43330,64780,-0.0219563197905429
"8N42987",43149,43320,64769,-0.0477803197905429
"8N42988",43027,43190,64583,-0.0476983197905429
"8N42989",43681,43300,64744,-0.0222963197905429
"8N28892",44014,43300,64744,-0.00681631979054291
"8N42990",43322,43160,64529,-0.0322533197905429
"8N42991",43397,43330,64782,-0.0365753197905429
"8N42992",43512,43280,64707,-0.0290963197905429
"8N42994",44335,43320,64769,0.00739368020945709
"8N42996",45407,43330,64787,0.0568136802094571
"8N43000",43959,43330,64775,-0.0103663197905429
"8N72036",44485,43360,64822,0.0127336802094571
"8N72040",44028,43360,64828,-0.00877631979054291
"8N72043",44094,43360,64827,-0.00564631979054291
"8N72045",43865,43300,64736,-0.0135763197905429
"8N72064",44131,43360,64828,-0.00403631979054291
"8N72065",46135,43260,64682,0.0944036802094571
"8N72066",44410,43360,64830,0.00903368020945709
"8N72067",44556,43350,64809,0.0164436802094571
"8N72114",44721,43190,64573,0.0317536802094571
"8N72130",44220,43350,64810,0.000713680209457092
"8N72132",44213,43310,64754,0.00215368020945709
"8N72137",43735,43340,64791,-0.0213663197905429
"8N72206",44744,43320,64767,0.0265236802094571
"8N72208",45154,43350,64815,0.0441236802094571
"8N72245",44061,43360,64823,-0.00712631979054291
"8N72257",43687,43320,64766,-0.0228763197905429
"8N72260",44043,43350,64815,-0.00765631979054291
"8N72266",44473,43370,64845,0.0116036802094571
"8N72268",46966,43240,64652,0.134303680209457
"8N72269",45853,43340,64786,0.0775036802094571
"8N72330",44109,43330,64787,-0.00372631979054291
"8N72332",42767,42610,63687,-0.0322403197905429
"8N72333",42897,42700,63820,-0.0305383197905429
"8N72347",43822,43360,64837,-0.0185463197905429
"8N72348",44570,43360,64827,0.0165536802094571
"8N72351",43078,42460,63485,-0.0106563197905429
"8N72353",43395,42840,64023,-0.0135063197905429
"8N72354",43753,43350,64805,-0.0208963197905429
"8N72359",43646,43030,64321,-0.0107663197905429
"8N72368",43901,42930,64163,0.00602368020945709
"8N72369",43186,42950,64201,-0.0286563197905429
"8N72389",45012,43340,64808,0.0378036802094571
"8N72391",45466,43360,64821,0.0583536802094571
"8N72394",43976,43370,64835,-0.0115063197905429
"8N72428",43264,42820,64004,-0.0188063197905429
"8N72447",44587,43360,64826,0.0174436802094571
"8N72448",43829,43330,64779,-0.0164863197905429
"8N72466",44368,43360,64829,0.00710368020945709
"8N72472",43583,43330,64780,-0.0280663197905429
"8N72483",42799,41500,62065,0.0232936802094571
"8N72487",43748,43340,64801,-0.0210263197905429
"8N72488",43933,43340,64792,-0.0120463197905429
"8N72490",42691,41900,62589,-0.00178631979054291
"8N72496",44274,43360,64824,0.00282368020945709
"8N72510",44450,43320,64771,0.0127036802094571
"8N72516",41394,41860,62599,-0.0621663197905429
"8N72519",45019,43000,64280,0.0548036802094571
"8N72531",44188,43370,64847,-0.00183631979054291
"8N72544",44281,43350,64808,0.00361368020945709
"8N72545",44558,43350,64814,0.0163936802094571
"8N72554",45410,43340,64802,0.0564536802094571
"8N72574",43792,43230,64640,-0.0138563197905429
"8N72575",44270,43300,64738,0.00537368020945709
"8N72577",44057,42860,64063,0.0167536802094571
"8N72578",43292,42830,64014,-0.0181363197905429
"8N72592",43892,43370,64845,-0.0156163197905429
"8N72603",41804,42140,63015,-0.0560963197905429
"8N72616",44788,43280,64699,0.0306536802094571
"8N72633",43151,42850,64053,-0.0256963197905429
"8N72639",45470,43330,64787,0.0598136802094571
"8N72655",44401,43360,64825,0.00869368020945709
"8N72660",44103,43350,64814,-0.00468631979054291
"8N72663",43824,43340,64804,-0.0173663197905429
"8N72664",43852,43340,64803,-0.0161863197905429
"8N72665",43135,42610,63715,-0.0151863197905429
"8N72668",44037,42640,63733,0.0264936802094571
"8N72669",43768,42910,64150,0.000293680209457088
"8N72670",41429,41980,62788,-0.0664563197905429
"8N72672",43592,43300,64739,-0.0261663197905429
"8N72673",43554,43350,64811,-0.0302783197905429
"8N72674",43619,43340,64808,-0.0271163197905429
"8N72675",42280,42490,63439,-0.0499963197905429
"8N72676",44315,43330,64778,0.00613368020945709
"8N72677",43723,43360,64825,-0.0229263197905429
"8N72678",43730,43310,64758,-0.0203163197905429
"8N72679",45528,43300,64739,0.0641036802094571
"8N72680",45045,43350,64812,0.0391236802094571
"8N72681",43735,43340,64807,-0.0217163197905429
"8N72682",45228,43330,64782,0.0487136802094571
"8N72683",43868,43320,64773,-0.0143963197905429
"8N72684",43903,43290,64724,-0.0111863197905429
"8N72685",44521,43350,64809,0.0148736802094571
"8N72686",44625,43320,64770,0.0208036802094571
"8N72687",43995,43350,64820,-0.00999631979054291
"8N72688",43815,43360,64826,-0.0185363197905429
"8N72689",43659,43310,64757,-0.0237163197905429
"8N72690",43483,43340,64797,-0.0331743197905429
"8N72691",43443,43340,64806,-0.0352983197905429
"8N72692",45079,43340,64800,0.0411136802094571
"8N72693",43135,43340,64799,-0.0494203197905429
"8N72694",44568,43340,64793,0.0175236802094571
"8N72695",44251,43350,64807,0.00229368020945709
"8N72696",43627,43320,64758,-0.0253963197905429
"8N72697",43630,43340,64801,-0.0264463197905429
"8N72698",43808,43280,64707,-0.0150963197905429
"8N72699",44150,43360,64833,-0.0031963197905429
"8N72700",43927,43350,64818,-0.0131163197905429
"8N72716",42423,42520,63560,-0.0446693197905429
"8N72717",42983,42730,63883,-0.0280063197905429
"8N72719",43611,42370,63347,0.0190636802094571
"8N72721",44564,43310,64749,0.0187436802094571
"8N72724",44422,43350,64812,0.0100836802094571
"8N72734",42449,42360,63354,-0.0358673197905429
"8N72736",43662,42630,63737,0.00878368020945709
"8N72737",42386,41910,62681,-0.0168763197905429
"8N72738",43215,42710,63843,-0.0157763197905429
"8N72743",44140,43360,64833,-0.00365631979054291
"8N72746",43796,43050,64359,-0.00473631979054291
"8N72777",44131,43150,64517,0.00599368020945709
"8N72785",43573,43360,64819,-0.0298163197905429
"8N72795",42730,42420,63418,-0.0249763197905429
"8N72802",43738,43280,64719,-0.0187463197905429
"8N72804",43408,43280,64703,-0.0338233197905429
"8N72823",44625,43310,64745,0.0216236802094571
"8N72825",44709,43360,64838,0.0227136802094571
"8N72826",45413,43290,64719,0.0591436802094571
"8N72901",43119,43180,64563,-0.0426413197905429
"8N72902",43387,43180,64559,-0.0302603197905429
"8N72903",43670,43280,64714,-0.0219263197905429
"8N72904",43206,43260,64678,-0.0424723197905429
"8N72905",43767,43350,64816,-0.0204663197905429
"8N72906",43787,43290,64713,-0.0165063197905429
"8N72907",43901,43270,64682,-0.0102763197905429
"8N72908",43112,43270,64694,-0.0472193197905429
"8N72909",43653,43310,64756,-0.0239763197905429
"8N72910",43590,43320,64768,-0.0273163197905429
"8N72911",43371,43210,64603,-0.0322993197905429
"8N72912",43457,43270,64694,-0.0311733197905429
"8N72913",43323,43330,64778,-0.0400738197905429
"8N72914",44090,43330,64780,-0.00431631979054291
"8N72915",44424,43280,64720,0.0132436802094571
"8N72916",43941,43250,64664,-0.00768631979054291
"8N72917",43062,43330,64774,-0.0521763197905429
"8N72918",43600,43330,64779,-0.0272763197905429
"8N72919",43431,43320,64771,-0.0348933197905429
"8N72920",46441,43180,64556,0.112703680209457
"8N72921",43885,43270,64698,-0.0111863197905429
"8N72922",44034,43260,64670,-0.00353631979054291
"8N72923",43910,43320,64760,-0.0122163197905429
"8N72924",44014,43260,64680,-0.00464631979054291
"8N72926",43684,43320,64777,-0.0230663197905429
"8N72927",44104,43300,64748,-0.00255631979054291
"8N72928",43972,43350,64817,-0.0110863197905429
"8N72929",43356,43030,64307,-0.0244063197905429
"8N72930",43929,43320,64761,-0.0113863197905429
"8N72931",44473,43310,64754,0.0143336802094571
"8N72932",43398,43190,64567,-0.0300273197905429
"8N72933",45262,43300,64742,0.0515036802094571
"8N72934",43644,43300,64737,-0.0239863197905429
"8N72935",43787,43340,64790,-0.0188863197905429
"8N72936",43690,43310,64747,-0.0220963197905429
"8N72937",44152,43250,64655,0.00244368020945709
"8N72938",43558,43320,64768,-0.0286963197905429
"8N72939",44739,43240,64644,0.0302936802094571
"8N72940",43736,43340,64804,-0.0215263197905429
"8N72941",43957,43290,64726,-0.00874631979054291
"8N72942",44473,43320,64773,0.0137736802094571
"8N72943",43998,43310,64757,-0.00779631979054291
"8N72944",43495,43220,64623,-0.0271363197905429
"8N72945",43603,43320,64765,-0.0265763197905429
"8N72946",43697,43310,64750,-0.0218263197905429
"8N72947",43465,43230,64631,-0.0288163197905429
"8N72948",43137,43310,64750,-0.0477583197905429
"8N72949",43344,43260,64675,-0.0360273197905429
"8N72951",44294,43230,64640,0.00967368020945709
"8N72952",43891,43330,64777,-0.0135463197905429
"8N72953",43656,43330,64776,-0.0244963197905429
"8N72954",43587,43340,64788,-0.0281563197905429
"8N72955",43280,43280,64708,-0.0400919197905429
"8N72956",43304,43270,64697,-0.0383993197905429
"8N72957",43842,43320,64775,-0.0157363197905429
"8N72958",43986,43310,64758,-0.00853631979054291
"8N72959",43573,43290,64733,-0.0268963197905429
"8N72960",43822,43280,64705,-0.0144263197905429
"8N72961",44263,43280,64706,0.00609368020945709
"8N72962",43942,43330,64785,-0.0114463197905429
"8N72963",43849,43210,64611,-0.0102263197905429
"8N72964",43844,43290,64729,-0.0142363197905429
"8N72965",43748,43340,64792,-0.0206863197905429
"8N72986",44547,43350,64815,0.0158536802094571
"8N72989",44471,43320,64768,0.0136736802094571
"8N73001",42559,42300,63243,-0.0276163197905429
"8N73003",43272,42590,63650,-0.00752631979054291
"8N73012",42850,42260,63188,-0.0116563197905429
"8N73025",45224,43350,64815,0.0474136802094571
"8N73031",47390,43310,64762,0.150203680209457
"8N73048",44228,43340,64801,0.00134368020945709
"8N73050",41890,41990,62758,-0.0447053197905429
"8N73052",43030,42860,64071,-0.0318583197905429
"8N73055",43772,43070,64397,-0.00714631979054291
"8N73057",42158,42250,63179,-0.0443353197905429
"8N73082",43985,43360,64825,-0.0106863197905429
"8N73083",44890,43330,64785,0.0326536802094571
"8N73084",43798,43350,64812,-0.0190863197905429
"8N73086",44240,43340,64791,0.00213368020945709
"8N73087",43914,43380,64856,-0.0149563197905429
"8N73093",43982,43340,64804,-0.0100963197905429
"8N73094",44068,43350,64808,-0.00623631979054291
"8N73097",44183,43360,64826,-0.00154631979054291
"8N73180",43721,43310,64755,-0.0206363197905429
"8N73181",43799,43290,64730,-0.0163563197905429
"8N73182",43838,43280,64718,-0.0140763197905429
"8N73183",43296,43310,64758,-0.0406194197905429
"8N73184",43206,43310,64747,-0.0446243197905429
"8N73185",43592,43340,64805,-0.0283763197905429
"8N73186",43211,43310,64747,-0.0444853197905429
"8N73187",43823,43310,64756,-0.0158363197905429
"8N73188",43379,43240,64651,-0.0334663197905429
"8N73189",43459,43210,64615,-0.0284463197905429
"8N73190",44113,43310,64748,-0.00235631979054291
"8N73191",43472,43290,64722,-0.0314293197905429
"8N73192",43550,43320,64768,-0.0291663197905429
"8N73193",43345,43320,64772,-0.0389199197905429
"8N73194",43458,43310,64752,-0.0330223197905429
"8N73195",43343,43280,64710,-0.0371133197905429
"8N73196",44402,43280,64718,0.0123136802094571
"8N73197",43774,43310,64755,-0.0183163197905429
"8N73198",43529,43320,64772,-0.0303263197905429
"8N73199",46991,43240,64651,0.135403680209457
"8N73200",43605,43320,64773,-0.0266063197905429
"8N73201",46929,43220,64613,0.133603680209457
"8N73208",44036,43320,64778,-0.00668631979054291
"8N73209",43472,43360,64830,-0.0347023197905429
"8N73210",46439,43330,64786,0.105003680209457
"8N73211",44013,43320,64768,-0.00745631979054291
"8N73212",44781,43150,64502,0.0365136802094571
"8N73213",43786,43350,64821,-0.0197763197905429
"8N73214",44339,43310,64755,0.00802368020945709
"8N73215",45213,43300,64737,0.0494936802094571
"8N73216",44423,43350,64813,0.0101436802094571
"8N73217",43704,43350,64812,-0.0233363197905429
"8N73218",44302,43340,64796,0.00498368020945709
"8N73219",43865,43370,64844,-0.0168863197905429
"8N73220",44069,43370,64839,-0.00723631979054291
"8N73221",45047,43340,64803,0.0394836802094571
"8N73222",46747,43330,64785,0.119403680209457
"8N73223",43942,43250,64659,-0.00736631979054291
"8N73224",45429,43310,64760,0.0588936802094571
"8N73225",43854,43340,64806,-0.0161663197905429
"8N73226",44110,43360,64832,-0.00512631979054291
"8N73227",43692,43360,64827,-0.0243963197905429
"8N73228",43949,43350,64824,-0.0122063197905429
"8N73229",44003,43330,64785,-0.00866631979054291
"8N73230",45196,43330,64793,0.0469936802094571
"8N73231",43795,43350,64812,-0.0190763197905429
"8N73232",43607,43250,64668,-0.0233663197905429
"8N73233",43483,43220,64615,-0.0275163197905429
"8N73234",44095,43380,64856,-0.00652631979054291
"8N73235",51229,43230,64636,0.333803680209457
"8N73236",44017,43370,64836,-0.00953631979054291
"8N73237",44524,43360,64826,0.0145436802094571
"8N73238",44248,43350,64817,0.00188368020945709
"8N73239",44337,43340,64794,0.00674368020945709
"8N73240",44117,43340,64806,-0.00387631979054291
"8N73241",43842,43310,64755,-0.0150863197905429
"8N73242",44736,43310,64765,0.0264336802094571
"8N73243",43636,43310,64760,-0.0249263197905429
"8N73244",43207,43340,64791,-0.0458923197905429
"8N73245",43484,43320,64770,-0.0323213197905429
"8N73246",43301,43340,64799,-0.0418493197905429
"8N73247",43499,43320,64771,-0.0316453197905429
"8N73249",43371,43340,64799,-0.0383483197905429
"8N73250",43209,42910,64158,-0.0258563197905429
"8N73252",44259,43340,64802,0.00279368020945709
"8N73291",44937,43310,64755,0.0358136802094571
"8N73299",44301,43340,64788,0.00512368020945709
"8N73301",45610,43280,64714,0.0688036802094571
"8N73302",43492,43290,64731,-0.0306493197905429
"8N73303",43535,43320,64765,-0.0298163197905429
"8N73304",43650,43340,64792,-0.0252163197905429
"8N73305",43384,43260,64687,-0.0342833197905429
"8N73306",43706,43250,64663,-0.0186963197905429
"8N73307",44120,43320,64768,-0.00253631979054291
"8N73308",43289,43320,64771,-0.0415023197905429
"8N73309",43808,43300,64732,-0.0161263197905429
"8N73310",43751,43320,64761,-0.0196263197905429
"8N73311",43918,43320,64765,-0.0119763197905429
"8N73312",43312,43260,64669,-0.0373153197905429
"8N73313",43921,43320,64773,-0.0120963197905429
"8N73314",43508,43270,64695,-0.0289563197905429
"8N73318",43885,43310,64757,-0.0131163197905429
"8N73319",43261,43310,64755,-0.0421713197905429
"8N73320",43567,43280,64707,-0.0264563197905429
"8N73357",43900,43290,64730,-0.0115763197905429
"8N73358",46447,43260,64678,0.108903680209457
"8N73370",43803,43320,64774,-0.0175663197905429
"8N73383",44683,43330,64783,0.0232336802094571
"8N73402",41731,42110,62987,-0.0581063197905429
"8N73404",43303,42930,64197,-0.0225063197905429
"8N73406",43126,42300,63240,-0.00042631979054291
"8N73407",44056,43220,64634,-0.00101631979054291
"8N73409",42673,42220,63121,-0.0182963197905429
"8N73420",44104,43140,64498,0.00514368020945709
"8N73423",46074,43320,64774,0.0883036802094571
"8N73425",45256,43340,64802,0.0492536802094571
"8N73430",43357,43340,64798,-0.0390871197905429
"8N73431",43078,43280,64711,-0.0495483197905429
"8N73432",43609,43200,64590,-0.0207963197905429
"8N73433",44152,43360,64826,-0.00282631979054291
"8N73434",43724,43110,64465,-0.0110863197905429
"8N73435",42676,42480,63538,-0.0307133197905429
"8N73436",44100,43350,64808,-0.00488631979054291
"8N73437",44116,43040,64356,0.0106436802094571
"8N73438",43379,43350,64814,-0.0385683197905429
"8N73439",44040,43270,64689,-0.00377631979054291
"8N73440",41714,42210,63154,-0.0636363197905429
"8N73441",43394,43330,64792,-0.0370673197905429
"8N73442",44014,43350,64818,-0.00905631979054291
"8N73443",43613,43060,64396,-0.0138563197905429
"8N73444",43572,43370,64839,-0.0302643197905429
"8N73445",44274,43330,64784,0.00412368020945709
"8N73446",43711,43330,64786,-0.0222663197905429
"8N73447",43623,43350,64816,-0.0272763197905429
"8N73448",42993,42280,63249,-0.00605631979054291
"8N73449",43598,43210,64607,-0.0217663197905429
"8N73450",44535,43160,64531,0.0245236802094571
"8N73451",44013,43350,64823,-0.00918631979054291
"8N73452",43988,43290,64721,-0.00728631979054291
"8N73453",46081,43160,64539,0.0966036802094571
"8N73454",41571,41920,62720,-0.0568863197905429
"8N73455",43090,42980,64285,-0.0346593197905429
"8N73456",43646,43260,64679,-0.0219163197905429
"8N73457",43499,42910,64189,-0.0124363197905429
"8N73458",43684,43230,64640,-0.0186663197905429
"8N73459",43426,43250,64666,-0.0315183197905429
"8N73460",42918,43080,64405,-0.0476293197905429
"8N73461",44471,43260,64683,0.0165636802094571
"8N73462",44016,43190,64580,-0.00122631979054291
"8N73463",43631,43340,64800,-0.0263763197905429
"8N73464",44300,43330,64778,0.00550368020945709
"8N73465",43168,43330,64784,-0.0475363197905429
"8N73466",43990,43340,64790,-0.00944631979054291
"8N73467",43615,43330,64790,-0.0267963197905429
"8N73468",43816,43360,64826,-0.0186163197905429
"8N73469",43724,43350,64816,-0.0225863197905429
"8N73470",43866,43340,64799,-0.0153363197905429
"8N73471",43935,43330,64789,-0.0118663197905429
"8N73472",44248,43290,64727,0.00457368020945709
"8N73473",43606,43340,64803,-0.0277263197905429
"8N73474",43868,43340,64798,-0.0153463197905429
"8N73475",43970,43290,64723,-0.00819631979054291
"8N73476",44008,43340,64797,-0.00869631979054291
"8N73477",43648,43350,64818,-0.0262363197905429
"8N73478",43508,43360,64838,-0.0332313197905429
"8N73479",44520,43280,64711,0.0179836802094571
"8N73480",43654,43330,64792,-0.0249963197905429
"8N73482",44234,43350,64813,0.00143368020945709
"8N73483",44591,43260,64678,0.0223536802094571
"8N73484",43977,43320,64777,-0.00946631979054291
"8N73485",43812,43330,64778,-0.0173763197905429
"8N73486",43559,43350,64818,-0.0302993197905429
"8N73487",43788,43340,64795,-0.0187863197905429
"8N73488",43433,43360,64826,-0.0363453197905429
"8N73489",43556,43340,64804,-0.0300443197905429
"8N73490",44279,43350,64808,0.00356368020945709
"8N73491",44146,43370,64838,-0.00352631979054291
"8N73492",44793,43350,64806,0.0275336802094571
"8N73493",43910,43300,64734,-0.0113563197905429
"8N73494",43880,43350,64819,-0.0152263197905429
"8N73495",43812,43360,64829,-0.0187263197905429
"8N73496",43710,43350,64812,-0.0231063197905429
"8N73497",43805,43340,64803,-0.0182963197905429
"8N73498",44009,43360,64823,-0.00951631979054291
"8N73499",45086,43360,64824,0.0405836802094571
"8N73500",45264,43360,64825,0.0490136802094571
"8N73501",44109,43300,64738,-0.00216631979054291
"8N73502",43791,43130,64487,-0.00897631979054291
"8N73503",45547,42680,63803,0.0958036802094571
"8N73504",43418,42880,64099,-0.0145263197905429
"8N73505",43803,43350,64823,-0.0190263197905429
"8N73506",46713,42930,64186,0.138003680209457
"8N73507",43328,42910,64146,-0.0201563197905429
"8N73508",42226,42440,63465,-0.0502163197905429
"8N73509",45099,43320,64763,0.0431636802094571
"8N73510",43856,43330,64792,-0.0155763197905429
"8N73512",44177,43300,64746,0.000833680209457094
"8N73513",43496,42150,62995,0.0248036802094571
"8N73514",43243,42980,64265,-0.0273163197905429
"8N73515",43479,42950,64227,-0.0150563197905429
"8N73519",43639,42980,64259,-0.00875631979054291
"8N73521",43804,43210,64602,-0.0121863197905429
"8N73524",44423,43350,64816,0.0100636802094571
"8N73525",42399,42180,63056,-0.0294363197905429
"8N73526",43560,42440,63435,0.0134436802094571
"8N73527",42520,42080,62932,-0.0187563197905429
"8N73528",43771,42760,63928,0.00768368020945709
"8N73529",42834,42320,63291,-0.0155463197905429
"8N73530",43695,42910,64153,-0.00316631979054291
"8N73533",44827,42380,63213,0.0777036802094571
"8N73546",45510,43340,64799,0.0613036802094571
"8N73564",43748,43350,64812,-0.0214163197905429
"8N73568",44321,43350,64816,0.00527368020945709
"8N73573",43970,43340,64801,-0.0106963197905429
"8N73580",44188,43280,64706,0.00255368020945709
"8N73586",44360,43280,64718,0.0103236802094571
"8N73589",44306,43320,64764,0.00613368020945709
"8N73601",43545,43350,64810,-0.0306453197905429
"8N73602",43701,43320,64775,-0.0222963197905429
"8N73603",43441,43350,64811,-0.0355833197905429
"8N73604",42129,43360,64824,-0.0970663197905429
"8N73605",43278,43350,64814,-0.0432233197905429
"8N73606",43619,43350,64810,-0.0271863197905429
"8N73607",43806,43340,64798,-0.0182063197905429
"8N73608",42386,43360,64836,-0.0854263197905429
"8N73609",43676,43340,64796,-0.0240963197905429
"8N73610",43283,43080,64410,-0.0303803197905429
"8N73611",43426,43330,64786,-0.0353713197905429
"8N73612",43807,43330,64790,-0.0177863197905429
"8N73613",43632,43330,64783,-0.0258563197905429
"8N73614",43634,43330,64775,-0.0254963197905429
"8N73615",43725,43340,64800,-0.0218763197905429
"8N73616",43482,43350,64807,-0.0336063197905429
"8N73617",43540,43350,64806,-0.0308953197905429
"8N73618",43249,43280,64703,-0.0411633197905429
"8N73619",43757,43340,64806,-0.0206563197905429
"8N73620",43772,43240,64651,-0.0152763197905429
"8N73621",43813,43290,64725,-0.0156963197905429
"8N73622",43540,43310,64753,-0.0292263197905429
"8N73623",43584,43300,64745,-0.0267363197905429
"8N73624",43773,43260,64683,-0.0159363197905429
"8N73625",43344,43300,64733,-0.0376563197905429
"8N73626",43252,43260,64677,-0.0401062197905429
"8N73627",43364,43260,64690,-0.0352043197905429
"8N73628",43552,43340,64805,-0.0301143197905429
"8N73629",43501,43340,64802,-0.0325643197905429
"8N73630",43784,43010,64301,-0.00351631979054291
"8N73631",43648,43330,64777,-0.0248563197905429
"8N73632",43428,43320,64772,-0.0350913197905429
"8N73633",43703,43310,64750,-0.0214563197905429
"8N73634",43767,43300,64741,-0.0180863197905429
"8N73635",43872,43370,64848,-0.0166563197905429
"8N73636",44082,43360,64834,-0.00649631979054291
"8N73637",43559,43330,64788,-0.0293263197905429
"8N73638",42829,43010,64294,-0.0482013197905429
"8N73639",43683,43340,64799,-0.0239963197905429
"8N73640",44098,43260,64684,-0.000976319790542905
"8N73641",43618,43300,64742,-0.0251963197905429
"8N73642",44226,43320,64770,0.0024236802094571
"8N73643",47313,43160,64526,0.154503680209457
"8N73644",43550,43340,64799,-0.0299573197905429
"8N73645",43560,43340,64805,-0.0298363197905429
"8N73646",43504,43320,64772,-0.0313773197905429
"8N73647",43502,43210,64602,-0.0261663197905429
"8N73648",43761,43310,64749,-0.0186463197905429
"8N73649",43567,43350,64807,-0.0296763197905429
"8N73650",43596,43300,64728,-0.0259563197905429
"8N73651",43969,43310,64758,-0.00923631979054291
"8N73652",43588,43340,64797,-0.0282063197905429
"8N73653",46660,43290,64718,0.117503680209457
"8N73654",46590,43290,64725,0.114203680209457
"8N73655",43691,43350,64811,-0.0240063197905429
"8N73657",43541,43310,64747,-0.0289663197905429
"8N73656",43600,43350,64813,-0.0281663197905429
"8N73658",43852,43330,64785,-0.0155963197905429
"8N73659",43842,43350,64811,-0.0167563197905429
"8N73660",43593,43330,64781,-0.0275863197905429
"8N73661",43800,43310,64746,-0.0168963197905429
"8N73662",43294,43240,64656,-0.0375153197905429
"8N73663",43320,43300,64740,-0.0390025197905429
"8N73664",43505,43310,64754,-0.0307353197905429
"8N73665",43884,43340,64803,-0.0147263197905429
"8N73666",44186,43300,64735,0.00158368020945709
"8N73667",43978,43330,64782,-0.00965631979054291
"8N73668",43361,43180,64557,-0.0315123197905429
"8N73669",44686,43320,64776,0.0236436802094571
"8N73670",43482,43290,64729,-0.0311303197905429
"8N73671",43544,43320,64777,-0.0296463197905429
"8N73672",43739,43270,64692,-0.0180863197905429
"8N73673",43459,43270,64690,-0.0310493197905429
"8N73674",43598,43310,64740,-0.0263863197905429
"8N73675",43949,43340,64795,-0.0113563197905429
"8N73676",43478,43360,64830,-0.0343893197905429
"8N73677",43312,43270,64700,-0.0380323197905429
"8N73678",44894,42340,63237,0.0825036802094571
"8N73679",43719,43250,64680,-0.0181763197905429
"8N73680",43849,43200,64581,-0.00931631979054291
"8N73681",44023,43310,64748,-0.00652631979054291
"8N73682",43577,43330,64792,-0.0285363197905429
"8N73683",43805,43300,64734,-0.0162163197905429
"8N73684",43437,43280,64710,-0.0326933197905429
"8N73685",43537,43280,64705,-0.0278263197905429
"8N73686",43710,43260,64673,-0.0188563197905429
"8N73687",46388,43270,64703,0.105403680209457
"8N73688",43486,43310,64742,-0.0314583197905429
"8N73689",43907,43320,64773,-0.0127163197905429
"8N73690",43575,43330,64777,-0.0282463197905429
"8N73691",43651,43290,64721,-0.0229563197905429
"8N73692",43545,43270,64695,-0.0272763197905429
"8N73693",43325,43320,64760,-0.0394892197905429
"8N73694",43701,43310,64747,-0.0215863197905429
"8N73695",44546,43300,64733,0.0183036802094571
"8N73696",44123,43290,64718,-0.00085631979054291
"8N73697",43188,43290,64730,-0.0447913197905429
"8N73698",43318,43270,64682,-0.0374773197905429
"8N73699",43518,43310,64749,-0.0299843197905429
"8N73700",43652,43310,64753,-0.0239663197905429
"8N73722",43864,43360,64828,-0.0163063197905429
"8N73724",43575,43370,64853,-0.0305733197905429
"8N73740",43512,43380,64856,-0.0336333197905429
"8N73763",44086,43380,64853,-0.00681631979054291
"8N73793",43819,43280,64707,-0.0147763197905429
